82.80.249.158 - - [18/Dec/2017:02:57:16 -0800] "GET /css/main.css HTTP/1.1" 200 7562 "http://www.rpm-us.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/536.30.1 (KHTML, like Gecko) Version/6.0.5 Safari/536.30.1" "www.rpm-us.com"
82.80.249.158 - - [18/Dec/2017:02:57:16 -0800] "GET /css/style.css HTTP/1.1" 200 1419 "http://www.rpm-us.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0" "www.rpm-us.com"
82.80.249.158 - - [18/Dec/2017:02:57:16 -0800] "GET /index.html HTTP/1.1" 200 7143 "http://www.rpm-us.com/" "Mozilla/5.0 (compatible, MSIE 11, Windows NT 6.3; Trident/7.0; rv:11.0) like Gecko" "www.rpm-us.com"
82.80.249.158 - - [18/Dec/2017:02:57:17 -0800] "GET /our_portfolio.html HTTP/1.1" 200 11304 "http://www.rpm-us.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" "www.rpm-us.com"
82.80.249.158 - - [18/Dec/2017:02:57:17 -0800] "GET /investment_strtegies.html HTTP/1.1" 200 7748 "http://www.rpm-us.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0" "www.rpm-us.com"
82.80.249.158 - - [18/Dec/2017:02:57:17 -0800] "GET /thirdparty.html HTTP/1.1" 200 8889 "http://www.rpm-us.com/" "Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" "www.rpm-us.com"
82.80.249.158 - - [18/Dec/2017:02:57:17 -0800] "GET /Contact.html HTTP/1.1" 200 10974 "http://www.rpm-us.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.71 (KHTML, like Gecko) Version/6.1 Safari/537.71" "www.rpm-us.com"
82.80.230.228 - - [18/Dec/2017:03:56:17 -0800] "GET /images/camera_skins.png HTTP/1.1" 200 24198 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0" "www.rpm-us.com"
82.80.230.228 - - [18/Dec/2017:03:56:17 -0800] "GET /images/mob.png HTTP/1.1" 200 1285 "-" "Mozilla/5.0 (compatible)" "www.rpm-us.com"
82.80.230.228 - - [18/Dec/2017:03:56:17 -0800] "GET /images/conam.jpg HTTP/1.1" 200 2607 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" "www.rpm-us.com"
82.80.249.164 - - [18/Dec/2017:03:56:17 -0800] "GET /images/foter_bg.jpg HTTP/1.1" 200 353 "-" "Mozilla/5.0 (Windows NT 6.1; rv:24.0) Gecko/20100101 Firefox/24.0" "www.rpm-us.com"
82.80.230.228 - - [18/Dec/2017:03:56:17 -0800] "GET /images/port3.jpg HTTP/1.1" 200 59597 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.41 Safari/537.36" "www.rpm-us.com"
82.80.230.228 - - [18/Dec/2017:03:56:18 -0800] "GET /images/patterns/overlay2.png HTTP/1.1" 404 89 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" "www.rpm-us.com"
82.80.230.228 - - [18/Dec/2017:03:56:19 -0800] "GET /images/news_letter.png HTTP/1.1" 200 11281 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.57 Safari/537.36" "www.rpm-us.com"
82.80.230.228 - - [18/Dec/2017:03:56:20 -0800] "GET /images/twiter.png HTTP/1.1" 200 656 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/26.0" "www.rpm-us.com"
82.80.230.228 - - [18/Dec/2017:03:56:20 -0800] "GET /images/third_party.jpg HTTP/1.1" 200 173968 "-" "Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:27.0) Gecko/20100101 Firefox/27.0" "www.rpm-us.com"
82.80.230.228 - - [18/Dec/2017:03:56:20 -0800] "GET /images/camera-loader.gif HTTP/1.1" 200 9289 "-" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" "www.rpm-us.com"
82.80.230.228 - - [18/Dec/2017:03:56:21 -0800] "GET /images/arrow.png HTTP/1.1" 200 1019 "-" "Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:36.0) Gecko/20100101 Firefox/36.0" "www.rpm-us.com"
82.80.230.228 - - [18/Dec/2017:03:56:21 -0800] "GET /images/OurPortfolio.jpg HTTP/1.1" 200 221499 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.73.11 (KHTML, like Gecko) Version/6.1.1 Safari/537.73.11" "www.rpm-us.com"
82.80.249.143 - - [18/Dec/2017:03:56:22 -0800] "GET /images/linkedin.png HTTP/1.1" 200 414 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" "www.rpm-us.com"
82.80.230.228 - - [18/Dec/2017:03:56:23 -0800] "GET /images/blank.gif HTTP/1.1" 200 1093 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.rpm-us.com"
82.80.230.228 - - [18/Dec/2017:03:56:23 -0800] "GET /images/gogle_plus.png HTTP/1.1" 200 632 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.73.11 (KHTML, like Gecko) Version/6.1.1 Safari/537.73.11" "www.rpm-us.com"
82.80.230.228 - - [18/Dec/2017:03:56:24 -0800] "GET /images/patterns/overlay7.png HTTP/1.1" 404 89 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0" "www.rpm-us.com"
82.80.230.228 - - [18/Dec/2017:03:56:24 -0800] "GET /images/logo.png HTTP/1.1" 200 1735 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9) AppleWebKit/537.71 (KHTML, like Gecko) Version/7.0 Safari/537.71" "www.rpm-us.com"
82.80.230.228 - - [18/Dec/2017:03:56:24 -0800] "GET /images/patterns/overlay9.png HTTP/1.1" 404 89 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" "www.rpm-us.com"
82.80.230.228 - - [18/Dec/2017:03:56:25 -0800] "GET /images/port4.jpg HTTP/1.1" 200 19731 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2227.0 Safari/537.36" "www.rpm-us.com"
82.80.230.228 - - [18/Dec/2017:03:56:29 -0800] "GET /images/face.png HTTP/1.1" 200 406 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.73.11 (KHTML, like Gecko) Version/6.1.1 Safari/537.73.11" "www.rpm-us.com"
82.80.230.228 - - [18/Dec/2017:03:56:29 -0800] "GET /images/Contact_new.jpg HTTP/1.1" 200 141623 "-" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0" "www.rpm-us.com"
82.80.230.228 - - [18/Dec/2017:03:56:30 -0800] "GET /images/patterns/overlay5.png HTTP/1.1" 404 89 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0" "www.rpm-us.com"
82.80.230.228 - - [18/Dec/2017:03:56:30 -0800] "GET /images/port2.jpg HTTP/1.1" 200 15532 "-" "Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko" "www.rpm-us.com"
82.80.230.228 - - [18/Dec/2017:03:56:31 -0800] "GET /images/patterns/overlay10.png HTTP/1.1" 404 89 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.68 Safari/537.36" "www.rpm-us.com"
82.80.230.228 - - [18/Dec/2017:03:56:32 -0800] "GET /images/patterns/overlay6.png HTTP/1.1" 404 89 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2227.0 Safari/537.36" "www.rpm-us.com"
82.80.230.228 - - [18/Dec/2017:03:56:35 -0800] "GET /images/footer-arrow.png HTTP/1.1" 200 1062 "-" "Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko" "www.rpm-us.com"
82.80.249.143 - - [18/Dec/2017:03:56:36 -0800] "GET /images/patterns/overlay8.png HTTP/1.1" 404 89 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2227.0 Safari/537.36" "www.rpm-us.com"
82.80.230.228 - - [18/Dec/2017:03:56:37 -0800] "GET /images/home.png HTTP/1.1" 200 1257 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.41 Safari/537.36" "www.rpm-us.com"
82.80.230.228 - - [18/Dec/2017:03:56:38 -0800] "GET /images/port1.jpg HTTP/1.1" 200 16255 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0" "www.rpm-us.com"
82.80.230.228 - - [18/Dec/2017:03:56:39 -0800] "GET /images/submit.png HTTP/1.1" 200 1091 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.rpm-us.com"
82.80.249.164 - - [18/Dec/2017:03:56:40 -0800] "GET /images/patterns/overlay3.png HTTP/1.1" 404 89 "-" "Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.91 Safari/534.30" "www.rpm-us.com"
82.80.249.143 - - [18/Dec/2017:03:56:41 -0800] "GET /images/head_bg.png HTTP/1.1" 200 125 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.71 (KHTML, like Gecko) Version/6.1 Safari/537.71" "www.rpm-us.com"
82.80.230.228 - - [18/Dec/2017:03:56:42 -0800] "GET /images/patterns/overlay4.png HTTP/1.1" 404 89 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" "www.rpm-us.com"
66.249.64.30 - - [18/Dec/2017:04:19:46 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "www.rpm-us.com"
66.249.64.24 - - [18/Dec/2017:04:26:51 -0800] "GET /images/benar_3.jpg?1513555210070 HTTP/1.1" 200 177258 "-" "Googlebot-Image/1.0" "www.rpm-us.com"
66.249.64.25 - - [18/Dec/2017:04:27:13 -0800] "GET /images/benar_1.jpg?1513555200034 HTTP/1.1" 200 103664 "-" "Googlebot-Image/1.0" "www.rpm-us.com"
157.55.39.60 - - [18/Dec/2017:04:29:30 -0800] "GET /our_portfolio.html HTTP/1.1" 200 11304 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "rpm-us.com"
157.55.39.165 - - [18/Dec/2017:04:29:41 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "rpm-us.com"
157.55.39.165 - - [18/Dec/2017:04:29:41 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "rpm-us.com"
157.55.39.165 - - [18/Dec/2017:04:29:41 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "rpm-us.com"
157.55.39.60 - - [18/Dec/2017:04:29:54 -0800] "GET /js/jquery.easing.1.3.js HTTP/1.1" 200 8097 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "rpm-us.com"
157.55.39.165 - - [18/Dec/2017:04:29:55 -0800] "GET /css/main.css HTTP/1.1" 200 7562 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "rpm-us.com"
157.55.39.165 - - [18/Dec/2017:04:29:55 -0800] "GET /css/style.css HTTP/1.1" 200 1419 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "rpm-us.com"
207.46.13.98 - - [18/Dec/2017:04:29:59 -0800] "GET /js/jquery.mobile.customized.min.js HTTP/1.1" 200 17519 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "rpm-us.com"
66.249.64.25 - - [18/Dec/2017:04:31:29 -0800] "GET /images/benar_2.jpg?1513555200036 HTTP/1.1" 200 131229 "-" "Googlebot-Image/1.0" "www.rpm-us.com"
40.77.179.199 - - [18/Dec/2017:05:30:53 -0800] "GET /css/camera.css HTTP/1.1" 200 25990 "http://rpm-us.com/our_portfolio.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 BingPreview/1.0b" "rpm-us.com"
40.77.179.199 - - [18/Dec/2017:05:30:53 -0800] "GET /js/jquery-1.js HTTP/1.1" 200 93435 "http://rpm-us.com/our_portfolio.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 BingPreview/1.0b" "rpm-us.com"
40.77.179.199 - - [18/Dec/2017:05:30:55 -0800] "GET /js/camera.min.js HTTP/1.1" 200 39331 "http://rpm-us.com/our_portfolio.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 BingPreview/1.0b" "rpm-us.com"
5.196.66.162 - - [18/Dec/2017:05:47:36 -0800] "GET / HTTP/1.1" 200 7143 "http://burger-imperia.com/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36" "rpm-us.com"
216.244.66.245 - - [18/Dec/2017:08:18:58 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)" "rpm-us.com"
216.244.66.245 - - [18/Dec/2017:08:24:44 -0800] "GET /investment_strtegies.html HTTP/1.1" 200 7748 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)" "rpm-us.com"
176.8.89.80 - - [18/Dec/2017:13:13:22 -0800] "GET /wp-includes/wlwmanifest.xml HTTP/1.1" 404 89 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:50.0) Gecko/20100101 Firefox/50.0" "www.rpm-us.com"
176.8.89.80 - - [18/Dec/2017:13:13:22 -0800] "GET /blog/wp-includes/wlwmanifest.xml HTTP/1.1" 404 89 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:50.0) Gecko/20100101 Firefox/50.0" "www.rpm-us.com"
176.8.89.80 - - [18/Dec/2017:13:13:22 -0800] "GET /wordpress/wp-includes/wlwmanifest.xml HTTP/1.1" 404 89 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:50.0) Gecko/20100101 Firefox/50.0" "www.rpm-us.com"
176.8.89.80 - - [18/Dec/2017:13:13:22 -0800] "GET /wp/wp-includes/wlwmanifest.xml HTTP/1.1" 404 89 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:50.0) Gecko/20100101 Firefox/50.0" "www.rpm-us.com"
176.8.89.80 - - [18/Dec/2017:13:13:23 -0800] "GET /site/wp-includes/wlwmanifest.xml HTTP/1.1" 404 89 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:50.0) Gecko/20100101 Firefox/50.0" "www.rpm-us.com"
176.8.89.80 - - [18/Dec/2017:13:13:23 -0800] "GET /cms/wp-includes/wlwmanifest.xml HTTP/1.1" 404 89 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:50.0) Gecko/20100101 Firefox/50.0" "www.rpm-us.com"
180.76.15.161 - - [18/Dec/2017:14:53:03 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (Windows NT 5.1; rv:6.0.2) Gecko/20100101 Firefox/6.0.2" "rpm-us.com"
